ticker,isin,shortname,fullname,industry,supersector,sector,subsector,listing_status,listing_date,trading_status,equity_type,equity_class,marketdata_currency,financial_currency,last_update,alsi_member,top40_member,irregular_flag
PON,ZAE000037677,PROFURN,Profurn Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-04-22,,,
SMH.DEL,,,Selected Mining Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-12-14,,,
CAMO,,,Consol African Mines Opt,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-27,,,
CYD,ZAE000017729,CYCAD,Cycad Financial Hldgs Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-06-14,,,
VCR,ZAE000007704,VALCAR,Vaaltrucar Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-12-28,,,
WKN,ZAE000007944,WIT-G-M,Witwatersrand G M,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2000-06-30,,,
WKF,,WORKFORCE,Workforce Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,CURRENT,,,,,,,2015-06-01,,,
PGFP,,,Psg Financial Serv Pref,Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
PAP,ZAE000005252,PANPROP,Pangbourne Prop Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2011-04-04,,,
IBLP,,,Imperial Bank Ltd Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2010-03-11,,,
PAS,0,PROSURE,Protea Assurance Co Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-01-03,,,
PDH,ZAE000022232,PRADATECH,Prada Technologies Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-30,,,
PAC,ZAE000027462,PACHOLD,Pacific Hldgs Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,DELISTED,,,,,,,2007-07-20,,,
CKS,,CROOKES,Crookes Brothers Ltd,Consumer Goods,Food & Beverages,Food Producers,Farming & Fishing,CURRENT,,,,,,,2015-06-01,,,
PAL,ZAE000005237,PALS,Pals Holding Ltd,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,DELISTED,,,,,,,2009-03-13,,,
PAM,ZAE000005245,PALAMIN,Palabora Mining Co Ltd,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,DELISTED,,,,,,,2014-04-14,,,
PAN,,PAN-AF,Pan African Resource Plc,Basic Materials,Basic Resources,Mining,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
FRX,ZAE000002788,,Fralex Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-02-23,,,
DCH,0,,Dispatch Media Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-10-01,,,
AWT,,AWETHU,Awethu Breweries Ltd,Consumer Goods,Food & Beverages,Beverages,Distillers & Vintners,Suspended,,,,,,,2015-06-01,,,
AWR,0,ALLWEAR,Allwear Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-08-29,,,
FWD,ZAE000109450,FREEWORLD,Freeworld Coatings Ltd,Basic Materials,Chemicals,Chemicals,Speciality Chemicals,DELISTED,,,,,,,2011-12-28,,,
DCV,0,,Decovo Invest Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-10-17,,,
TTO,,TRUSTCO,Trustco Group Hldgs Ltd,Financials,Financial Services,General Financial,Speciality Finance,CURRENT,,,,,,,2015-06-01,,,
DCT,,DCENTRIX,Datacentrix Holdings Ltd,Technology,Technology,Software & Computer Services,Computer Services,CURRENT,,,,,,,2015-06-01,,,
AWB,,ARROWA,Arrowhead Properties B,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
AWA,,ARROWA,Arrowhead Properties A,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
ELX.DEL,,,Elexir Technology Hldgs,Technology,Technology,Software & Computer Services,Computer Services,DELISTED,,,,,,,1990-11-07,,,
WEA,,WEARNE,Wg Wearne Ltd,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,CURRENT,,,,,,,2015-06-01,,,
WEG,,,Wedge Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-09,,,
COIP,,,Choice Hldgs 10% Convpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
ITL,0,INTELES,Interleisure Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-09-30,,,
CSPP,,,Chemical Spec Ltd Pref,Industrials,,Construction & Materials,,Suspended,,,,,,,2015-06-01,,,
WEL,0,,Welkom Gold Holdings Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1994-04-15,,,
WES,ZAE000007928,WESCO,Wesco Investments Ltd,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,DELISTED,,,,,,,2009-07-03,,,
WET,ZAE000013827,WETHLYS,Wetherlys Investment Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-10-27,,,
WEZ,,WESIZWE,Wesizwe Platinum Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
CULP,,Cullinan Holdings Ltd,"Cullinan Hldgs 5,5%Pref",Unclassified,Travel & Leisure,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
UMBP,,,Umbono Inv Crp Part Prf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-02-06,,,
RBWP,,,Rainbow Chicken 7% Com CP,Consumer Goods,Food & Beverage,Food Producers,Food Products,DELISTED,,,,,,,1998-01-09,,,
FWX,ZAE000086237,FONEWORX,Foneworx Holdings Ltd,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,DELISTED,,,,,,,2014-07-23,,,
GBG,,GB GOLD,Great Basin Gold Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,Suspended,,SUSPENDED,,,,,2015-06-01,,,
DMC,,DIAMONDCP,Diamondcorp Plc,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,CURRENT,,,,,,,2015-06-01,,,
AET,,ALERT,Alert Steel Holdings Ltd,Consumer Services,Retail,General Retailers,Home Improvement Retailers,Suspended,,SUSPENDED,,,,,2015-06-01,,,
DMG,0,,Darmag Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-01-05,,,
GBL,ZAE000010054,GENBEL,Genbel South Africa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-09-02,,,
AEA,,AFEAGLE,African Eagle Res Plc,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,Suspended,,SUSPENDED,,,,,2015-06-01,,,
DMR,ZAE000076956,DIAMCOR,Diamond Core Resources,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,DELISTED,,,,,,,2008-02-08,,,
GBR,0,,Gencor Behernd Bpk,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-11-05,,,
AEG,,AVENG,Aveng Group Limited,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,CURRENT,,,,,,,2015-06-01,,,
CMIP,,,Cons Met Ind 10% Conpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-14,,,
AEL,,,Allied Electronics Corp,Industrials,,Electronic & Electrical Equipment,,CURRENT,,,,,,,2015-06-01,,,
AEN,,,Allied Elec Corp N,Industrials,,Electronic & Electrical Equipment,,CURRENT,,,,,,,2015-06-01,,,
BUR,ZAE000001194,BURLINGTN,Burlington Ind Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-03-04,,,
SABP,,,Sa Breweries 6.2 Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-06,,,
TBSP,,,Tiger Brands 5.5% Cumpref,Consumer Goods,Food & Beverage,Food Producers,Food Products,DELISTED,,,,,,,2003-11-17,,,
BUC,,BUFFALO,Buffalo Coal Corp,Basic Materials,Basic Resources,Mining,,CURRENT,,,,,,,2015-06-01,,,
BUF,0,BUFFELS,Buffelsftn Gold Mines Ld,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1997-09-12,,,
VLYO,,,Velocity Holdings Option,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-05-26,,,
SAB2,,,Sa Brew B C P,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-07-11,,,
SAB3,,,Sa Breweries 7% Cum Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-06,,,
NFH,NA0008640220,NAMFISH,Namibian Fishing Ind Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-06-13,,,
MOZ,ZAE000057410,METOZ,Metoz Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-18,,,
PSL,0,PSL,Psg Financial Services,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-30,,,
PSB,ZAE000015459,PSG-NOBLE,Psg Noble Capital Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-05-24,,,
MOR,,MORVEST,Morvest Group Ltd,Industrials,Industrial Goods & Services,Support Services,Busines Support Services,CURRENT,,,,,,,2015-06-01,,,
PSG,,PSG,Psg Group Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
MON,,,Molope Group Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-12-23,,,
MOL,ZAE000013975,MOLOPE,Molope Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-12-23,,,
MOB,ZAE000091435,MOBILE,Mobile Industries Ltd,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,DELISTED,,,,,,,2013-07-15,,,
PSV,,PSV,Psv Holdings Ltd,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,CURRENT,,,,,,,2015-06-01,,,
ETR,,,Entercor Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-01-16,,,
ETS,0,ETS,Emerald Topbrand Sports,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-09-10,,,
BCN,0,,Boe Corporation -N- Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-08-06,,,
BCH,ZAE000105391,BEST CUT,Best Cut Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,DELISTED,,,,,,,2011-06-10,,,
BCK,,BLACKSTAR,Blackstar Group Se,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
BCF,,BOWCALF,Bowler Metcalf Ltd,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
BCA,ZAE000156154,BCX,Bussines Connexion Group A,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2013-10-07,,,
BCC,0,,Blue Circle Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-11-02,,,
ETC,0,E-T-CONS,East Tvl Cons Mines,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-12-27,,,
BCX,,BCX,Business Connexion Grp L,Technology,Technology,Software & Computer Services,Computer Services,CURRENT,,,,,,,2015-06-01,,,
ETN,ZAE000002507,ETTINGTN,Ettington Investments Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-03-02,,,
BCR,0,BIDCORP,Bid Corporation Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-06-20,,,
VRX,0,,Varex Corporation Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-12-09,,,
GMFP,,,Gencor Ltd 6% Cumpref,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2002-06-18,,,
SRB,ZAE000007027,SARB,Sa Reserve Bank,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-04-30,,,
SRC,0,SEARCON-N,Seardel Consol,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-11-01,,,
YRK,,YORK,York Timber Holdings Ltd,Basic Materials,Basic Resources,Forestry & Paper,Forestry,CURRENT,,,,,,,2015-06-01,,,
ABC.DEL,,,Abercom Grp Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-09-19,,,
SRE,,,Sirius Real Estate Ltd,Financials,,Real Estate Investment & Services,,CURRENT,,,,,,,2015-06-01,,,
SRN,,SEARDEL,Seardel Inv Corp -N-,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,CURRENT,,,,,,,2015-06-01,,,
SRO,0,STHRDPT,Sth Roodepoort M R A Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1996-04-23,,,
SRL,ZAE000034328,SARETAIL,Sa Retail Propeties,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2007-06-28,,,
TDK,,,Tradek Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-03-07,,,
TDH,,TRADEH,Tradehold Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
NMS,NA0008640246,NAMSEA,Namibian Sea Products Ld,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,DELISTED,,,,,,,2007-01-26,,,
NMB,ZAE000015582,NIMBUS,Minbus Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-11-27,,,
TMPL,,,Textile Mills 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,,,,
LON,,LONMIN,Lonmin Plc,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
CVS,ZAE000075842,CORVUS,Corvus Cap (Sa) Hldg Ltd,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2009-02-20,,,
LOR,0,LORAINE,Loraine G M Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-12-27,,,
LOT,,,Logopt Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-24,,,
CVI,ZAE000136446,CAPEVIN,Capevin Investments Ltd,Consumer Goods,Food & Beverages,Beverages,Distillers & Vintners,DELISTED,,,,,,,2012-08-10,,,
HPB,,HOSP-A,Hospitality Prop Fund B,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
HPA,,HOSP-A,Hospitality Prop Fund A,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
WDL,0,WSTN-DEEP,Western Deep Levels Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-06-26,,,
WDR,0,,Woodrow Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-08-12,,,
DRN,,DELRAND,Delrand Resources Ltd,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,CURRENT,,,,,,,2015-06-01,,,
DRC,,,Dnr Capital Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2008-10-10,,,
DRD,,DRDGOLD,Drd Gold Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
OHI,,,Ohio Group Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-07-26,,,
IOT,ZAE000014759,IOTA,Iota Financial Serv Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-10-07,,,
OHA,ZAE000013868,OHAGANS,O'hagan's Invest Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-11-27,,,
AWTO,,,Awethu Breweries Ltd Opt,Consumer Goods,Food & Beverages,Beverages,Distillers & Vintners,DELISTED,,,,,,,2000-12-29,,,
CXT,ZAE000017182,CAXTON,Caxton Publish And Print,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-12-23,,,
CXN,0,,Caxton Ltd New,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-08,,,
HNCP,,,Huntcor &% Comp Convpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-12-05,,,
MNX,ZAE000014346,MONEX,Monex Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-02-01,,,
SCL,,SACOIL,Sacoil Holdings Ltd,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,CURRENT,,,,,,,2015-06-01,,,
SCH,ZAE000012282,STOCHOT,Stocks Hotels And Resort,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,DELISTED,,,,,,,2007-04-13,,,
PTH,ZAE000022042,PTH,Planit Tech Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-30,,,
PTG,ZAE000058053,PEERMONT,Peermont Global Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Gambling,DELISTED,,,,,,,2007-04-24,,,
SCG,ZAE000006433,SCHARIG,Scharrighuisen Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-11-17,,,
MNS,,,Elec Media Ntw And Supsp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-04-13,,,
PTC,ZAE000005716,PUTCO,Putco Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-11,,,
MNH,ZAE000012340,MLNHOLD,Marlin Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-04-15,,,
MNK,,,Montauk Holdings Ltd,Oil & Gas,,Oil & Gas Producers,,CURRENT,,,,,,,2015-06-01,,,
MNO,0,MAINPRO,Main Street Prop Fund,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-07-31,,,
SCV,,SACOVEN,Sacoven Plc,Financials,,General Financial,,CURRENT,,,,,,,2015-06-01,,,
MND,,MONDILTD,Mondi Ltd,Basic Materials,Basic Resources,Forestry & Paper,Paper,CURRENT,,,,,,,2015-06-01,,,
SCP,,,Stellar Cap Partners Ltd,Financials,,Equity Investment Instruments,,CURRENT,,,,,,,2015-06-01,,,
PBT,ZAE000149712,PBT,Pbt Group Limited,Technology,Technology,Software & Computer Services,Computer Services,DELISTED,,,,,,,2012-08-17,,,
MFL,,METROFILE,Metrofile Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Busines Support Services,CURRENT,,,,,,,2015-06-01,,,
SKRP,,,Sakers Fin&Inv 5.5% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-06-21,,,
PBL,0,,Picardi Beleggings Bpk,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-01-18,,,
MPC,,MRPRICE,Mr Price Group Ltd,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
AMS.DEL,,,Amalgamated Shoes Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-03-07,,,
ECSP2,,,Ecsponent Pref Share B,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
AVU,ZAE000115895,AVUSA,Avusa Ltd,Consumer Services,Media,Media,Publishing,DELISTED,,,,,,,2012-09-25,,,
MPL,ZAE000014874,METBOARD,Metboard Properties Ltd,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2006-08-18,,,
ECSP1,,,Ecsponent Pref Share A,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
ECSP6,,,Ecsponent Pref Share C2,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
ECSP4,,,Ecsponent Pref Share A2,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
AVS,ZAE000013371,AVIS,Avis Southern Africa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-03-29,,,
AVL,,ADVANCED,Advanced Health Ltd,Health Care,,Health Care Equipment & Services,,CURRENT,,,,,,,2015-06-01,,,
INHP,,,Investec Hldgs Conv Pref,Financials,Financial Services,General Financial,Investment Services,DELISTED,,,,,,,1997-06-06,,,
MPT,,MPACT,Mpact Limited,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
MPR,0,,Metboard Property Fund,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,1998-05-20,,,
UWN,,,Unie Wyn Beperk,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-12-03,,,
AVG,ZAE000012175,AVGOLD,Avgold Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-05-24,,,
AVC,0,A-T-COLL,Anglo Tvl Collieries Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-01-17,,,
SUN,0,SUNCRUSH,Suncrush Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-11-20,,,
SUL,ZAE000088837,SUHL,Sab&T Ubuntu Hldgs Ltd,Industrials,Industrial Goods & Services,Support Services,Business Support Services,DELISTED,,,,,,,2008-07-04,,,
SUI,,SUNINT,Sun International Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Gambling,CURRENT,,,,,,,2015-06-01,,,
SUR,,SPURCORP,Spur Corporation Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Restuarant & Bars,CURRENT,,,,,,,2015-06-01,,,
TEL,CA8781511099,TEAL,Teal Explore And Min Inc,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,DELISTED,,,,,,,2009-04-02,,,
TEX,,TEX,Texton Property Fund Ltd,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
NBL,ZAE000018255,NOBLE,Noble Minerals Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-28,,,
NBC,ZAE000170726,NEWBOND,New Bond Capital Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2013-06-03,,,
NBB,0,NBS-BOL,Nbs Boland Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-07-31,,,
ADV,0,ADVENT,Advent Propeties Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-19,,,
ADW,,AFDAWN,African Dawn Capital Ltd,Financials,Financial Services,General Financial,Consumer Finance,CURRENT,,,,,,,2015-06-01,,,
AOVP,,,African & Over Ent Ltd P,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
DNA,ZAE000022794,DNASUP,Dna Supply Chain Invesm,Industrials,Industrial Goods & Services,Support Services,Business Support Services,DELISTED,,,,,,,2005-11-11,,,
ADS,ZAE000017224,ADVSOURCE,Advsource Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-06-02,,,
DNB,,,Deneb Investments Ltd,Financials,,General Financial,,CURRENT,,,,,,,2015-06-01,,,
DNM,ZAE000022562,DYNAMO,Dynamo Retail Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
GMB,ZAE000078010,GLENMIB,Glenrand M.I.B. Ltd,Financials,Insurance,Nonlife Insurance,Insurance Brokers,DELISTED,,,,,,,2011-04-26,,,
GMF,ZAE000013066,GENCOR,Gencor Ltd,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2006-05-02,,,
CORP,,,Corpaf Cp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-01-17,,,
ADC,ZAE000011938,ADCOCK,Adcock Ingram Ltd Ord,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,DELISTED,,,,,,,1999-12-17,,,
DNR,0,,Debonair Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-03-17,,,
ADN,,,Adcock Ingram Ltd -N-,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,DELISTED,,,,,,,1999-12-17,,,
ADL,ZAE000010229,ADMIRAL,Admiral Leisure World Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-10-04,,,
CSMP,,,Consolidated Min Con Prf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-08-29,,,
ADH,,ADVTECH,Advtech Ltd,Consumer Services,Retail,General Retailers,Specialised Consumer Services,CURRENT,,,,,,,2015-06-01,,,
